Thread-52, 0, 1, 1, 0.02078699693083763, 0.10113003069162368, 0.09886996930837631, 0.020900000000000002, 
Thread-52, 1, 1, 1, 0.02095179073512554, 0.10248209264874457, 0.09751790735125541, 0.0212, 
Thread-52, 2, 1, 1, 0.021135391667485237, 0.10364608332514763, 0.09635391667485238, 0.021500000000000002, 
Thread-52, 3, 1, 1, 0.021310823038220406, 0.10489176961779596, 0.09510823038220406, 0.0218, 
Thread-52, 4, 1, 1, 0.021485816687345505, 0.10614183312654492, 0.09385816687345505, 0.0221, 
Thread-52, 5, 1, 1, 0.021684015169739723, 0.10715984830260275, 0.09284015169739723, 0.0224, 
Thread-52, 6, 1, 1, 0.021857095882296562, 0.10842904117703438, 0.09157095882296562, 0.0227, 
Thread-52, 7, 1, 1, 0.022085953503847122, 0.1091404649615288, 0.09085953503847122, 0.023, 
Thread-52, 8, 1, 1, 0.022288121283054352, 0.11011878716945644, 0.08988121283054352, 0.0233, 
Thread-52, 9, 1, 1, 0.022521724924445152, 0.11078275075554846, 0.08921724924445151, 0.0236, 
Thread-52, 10, 1, 1, 0.022754168137907982, 0.11145831862092018, 0.08854168137907983, 0.0239, 
Thread-52, 11, 1, 1, 0.022989943623542786, 0.11210056376457216, 0.08789943623542784, 0.0242, 
Thread-52, 12, 1, 1, 0.023253560066223145, 0.11246439933776851, 0.08753560066223146, 0.0245, 
Thread-52, 13, 1, 1, 0.023489756509661674, 0.11310243490338323, 0.08689756509661674, 0.0248, 
Thread-52, 14, 1, 1, 0.02377600036561489, 0.11323999634385108, 0.0867600036561489, 0.0251, 
Thread-52, 15, 1, 1, 0.02403484284877777, 0.1136515715122223, 0.08634842848777771, 0.0254, 
Thread-52, 16, 1, 2, 0.02431824617087841, 0.11381753829121585, 0.08618246170878412, 0.0257, 
Thread-52, 17, 1, 2, 0.024595342576503754, 0.11404657423496244, 0.08595342576503753, 0.026000000000000002, 
Thread-52, 18, 1, 2, 0.024821661412715912, 0.11478338587284087, 0.0852166141271591, 0.0263, 
Thread-52, 19, 1, 2, 0.024991702288389206, 0.11608297711610795, 0.08391702288389205, 0.0266, 
Thread-52, 20, 1, 2, 0.025164198130369186, 0.11735801869630816, 0.08264198130369188, 0.0269, 
Thread-52, 21, 1, 1, 0.025265943259000778, 0.11934056740999219, 0.08065943259000778, 0.027200000000000002, 
Thread-52, 22, 1, 1, 0.025391507893800735, 0.12108492106199263, 0.07891507893800734, 0.0275, 
Thread-52, 23, 1, 1, 0.025584295392036438, 0.12215704607963562, 0.07784295392036439, 0.0278, 
Thread-52, 24, 1, 1, 0.02579951286315918, 0.12300487136840815, 0.07699512863159182, 0.0281, 
Thread-52, 25, 1, 1, 0.026031047105789185, 0.12368952894210812, 0.07631047105789185, 0.0284, 
Thread-52, 26, 1, 1, 0.02629433386027813, 0.12405666139721869, 0.07594333860278128, 0.0287, 
Thread-52, 27, 1, 1, 0.026537369936704636, 0.12462630063295364, 0.07537369936704635, 0.028999999999999998, 
Thread-52, 28, 1, 1, 0.02683798409998417, 0.12462015900015833, 0.07537984099984171, 0.0293, 
Thread-52, 29, 1, 1, 0.027111263945698738, 0.12488736054301258, 0.07511263945698739, 0.0296, 
Thread-52, 30, 1, 1, 0.027417238801717758, 0.1248276119828224, 0.07517238801717757, 0.029900000000000003, 
