Time,Reward,Control,Power,Up_con,Down_con,Stad_con,Turbin,EO
80,1,0,0.044770822,0.101291781,0.098708219,0.0449,18,0
81,1,2,0.044961132,0.102388679,0.097611321,0.0452,22.5,0
82,1,2,0.045150008,0.103499919,0.096500081,0.0455,27,0
83,1,2,0.045268502,0.105314979,0.094685021,0.0458,31.5,0
84,1,2,0.045370493,0.107295069,0.092704931,0.0461,36,0
85,1,2,0.045450561,0.109494393,0.090505607,0.0464,40.5,0
86,1,0,0.045480303,0.112196965,0.087803035,0.0467,45,0
87,1,0,0.045541741,0.11458259,0.08541741,0.047,49.5,0
88,1,0,0.045626007,0.11673993,0.08326007,0.0473,54,0
89,1,0,0.045707155,0.11842845,0.08157155,0.04755,58.5,0
90,1,0,0.045811106,0.120388945,0.079611055,0.04785,63,0
91,1,1,0.04591807,0.122319302,0.077680698,0.04815,67.5,0
92,1,1,0.046123318,0.123266816,0.076733184,0.04845,72,0
93,1,1,0.046322193,0.12427807,0.07572193,0.04875,76.5,0
94,1,1,0.046551108,0.124988916,0.075011084,0.04905,81,0
95,1,1,0.046796937,0.125530635,0.074469365,0.04935,85.5,0
96,1,1,0.047027905,0.126220955,0.073779045,0.04965,90,0
97,1,1,0.047314204,0.126357957,0.073642043,0.04995,94.5,0
98,1,1,0.047561154,0.126888462,0.073111538,0.05025,99,0
99,1,1,0.047868125,0.126818749,0.073181251,0.05055,103.5,0
100,1,1,0.048150696,0.126993041,0.073006959,0.05085,108,0
101,1,2,0.048455909,0.126940911,0.073059089,0.05115,112.5,0
102,1,2,0.048734624,0.127153761,0.072846239,0.05145,117,0
103,1,2,0.048891194,0.128588058,0.071411942,0.05175,121.5,0
104,1,2,0.0489638,0.130861999,0.069138001,0.05205,126,0
105,1,2,0.049059838,0.132901619,0.067098381,0.05235,130.5,0
106,1,0,0.049086574,0.135634255,0.064365745,0.05265,135,0
107,1,0,0.049134899,0.138151011,0.061848989,0.05295,139.5,0
108,1,0,0.049211252,0.140387475,0.059612525,0.05325,144,0
109,1,0,0.049306221,0.142437787,0.057562213,0.05355,148.5,0
110,1,0,0.049410649,0.144393514,0.055606486,0.05385,153,0
111,1,1,0.049519472,0.146305282,0.053694718,0.05415,157.5,0
112,1,1,0.04963477,0.148152304,0.051847696,0.05445,162,0
113,1,1,0.049823903,0.149260975,0.050739025,0.05475,166.5,0
114,1,1,0.050084949,0.149650515,0.050349485,0.05505,171,0
115,1,1,0.05039775,0.1495225,0.0504775,0.05535,175.5,0
116,1,1,0.050749421,0.149005789,0.050994211,0.05565,180,0
117,1,1,0.051133588,0.14816412,0.05183588,0.05595,184.5,0
118,1,1,0.051566351,0.146836488,0.053163512,0.05625,189,0
119,1,1,0.051976178,0.145738222,0.054261778,0.05655,193.5,0
120,1,1,0.05241384,0.144361602,0.055638398,0.05685,198,0
121,1,0,0.052854553,0.142954471,0.057045529,0.05715,202.5,0
122,1,0,0.05326198,0.141880196,0.058119804,0.05745,207,0
123,1,0,0.0536176,0.141323996,0.058676004,0.05775,211.5,0
124,1,0,0.053941544,0.141084559,0.058915441,0.05805,216,0
125,1,0,0.054244712,0.14105288,0.05894712,0.05835,220.5,0
126,1,1,0.054534156,0.141158441,0.058841559,0.05865,225,0
127,1,1,0.054922614,0.140273858,0.059726142,0.05895,229.5,0
128,1,1,0.055338822,0.139111777,0.060888223,0.05925,234,0
129,1,1,0.055791147,0.137588529,0.062411471,0.05955,238.5,0
130,1,1,0.056266826,0.135831744,0.064168256,0.05985,243,0
131,1,1,0.0567437,0.134062999,0.065937001,0.06015,247.5,0
132,1,1,0.057239883,0.132101174,0.067898826,0.06045,252,0
133,1,1,0.057744522,0.130054784,0.069945216,0.06075,256.5,0
134,1,1,0.05827212,0.127778804,0.072221196,0.06105,261,0
135,1,1,0.058801465,0.125485353,0.074514647,0.06135,265.5,0
136,1,0,0.059344329,0.123056711,0.076943289,0.06165,270,0
137,1,0,0.059873588,0.120764116,0.079235884,0.06195,274.5,0
138,1,0,0.060348015,0.119019847,0.080980153,0.06225,279,0
139,1,0,0.060788378,0.117616219,0.082383781,0.06255,283.5,0
140,1,0,0.061206378,0.11643622,0.08356378,0.06285,288,0
141,1,0,0.061609648,0.115403518,0.084596482,0.06315,292.5,0
142,1,0,0.062003762,0.114462385,0.085537615,0.06345,297,0
143,1,0,0.062387701,0.113622989,0.086377011,0.06375,301.5,0
144,1,0,0.062765062,0.112849381,0.087150619,0.06405,306,0
145,1,0,0.063134864,0.11215136,0.08784864,0.06435,310.5,0
146,1,1,0.063497081,0.111529186,0.088470814,0.06465,315,0
147,1,1,0.063917659,0.110323408,0.089676592,0.06495,319.5,0
148,1,1,0.064395927,0.108540731,0.091459269,0.06525,324,0
149,1,1,0.064905643,0.106443565,0.093556435,0.06555,328.5,0
150,1,1,0.065437846,0.104121541,0.095878459,0.06585,333,0
151,1,2,0.06599398,0.101560204,0.098439796,0.06615,337.5,0
152,1,2,0.066552542,0.098974578,0.101025422,0.06645,342,0
153,1,2,0.066939332,0.098106684,0.101893316,0.06675,346.5,0
154,1,2,0.067244686,0.098053138,0.101946862,0.06705,351,0
155,1,2,0.067474566,0.098754336,0.101245664,0.06735,355.5,0
156,1,2,0.06766127,0.099887295,0.100112705,0.06765,360,0
157,1,2,0.067814723,0.101352773,0.098647227,0.06795,364.5,0
158,1,2,0.067930616,0.103193836,0.096806164,0.06825,369,0
159,1,2,0.068034366,0.105156342,0.094843658,0.06855,373.5,0
160,1,2,0.068081327,0.107686732,0.092313268,0.06885,378,0
161,1,1,0.068119302,0.110306976,0.089693024,0.06915,382.5,0
162,1,1,0.068275541,0.111744589,0.088255411,0.06945,387,0
163,1,1,0.068521135,0.112288654,0.087711346,0.06975,391.5,0
164,1,1,0.068828315,0.112216855,0.087783145,0.07005,396,0
165,1,1,0.069181658,0.111683417,0.088316583,0.07035,400.5,0
166,1,1,0.069548324,0.111016762,0.088983238,0.07065,405,0
167,1,1,0.069971025,0.10978975,0.09021025,0.07095,409.5,0
168,1,1,0.070393741,0.108562589,0.091437411,0.07125,414,0
169,1,1,0.07084202,0.107079798,0.092920202,0.07155,418.5,0
170,1,1,0.071298808,0.105511921,0.094488079,0.07185,423,0
171,1,1,0.071766496,0.103835043,0.096164957,0.07215,427.5,0
172,1,1,0.072262771,0.101872286,0.098127714,0.07245,432,0
173,1,1,0.07278873,0.099612697,0.100387303,0.07275,436.5,0
174,1,1,0.073352754,0.096972459,0.103027541,0.07305,441,0
175,1,1,0.073947795,0.094022053,0.105977947,0.07335,445.5,0
176,1,0,0.074554369,0.090956311,0.109043689,0.07365,450,0
177,1,0,0.075104862,0.088451375,0.111548625,0.07395,454.5,0
178,1,0,0.075578235,0.086717649,0.113282351,0.07425,459,0
179,1,0,0.076003514,0.085464858,0.114535142,0.07455,463.5,0
180,1,0,0.076396428,0.08453572,0.11546428,0.07485,468,0
181,1,1,0.076766953,0.083830471,0.116169529,0.07515,472.5,0
182,1,1,0.077247523,0.082024772,0.117975228,0.07545,477,0
183,1,1,0.07777676,0.079732401,0.120267599,0.07575,481.5,0
184,1,1,0.078354649,0.076953508,0.123046492,0.07605,486,0
185,1,1,0.078950055,0.073999451,0.126000549,0.07635,490.5,0
186,1,2,0.07953576,0.0711424,0.1288576,0.07665,495,0
187,1,2,0.080166757,0.067832429,0.132167571,0.07695,499.5,0
188,1,2,0.080626339,0.066236613,0.133763387,0.07725,504,0
189,1,2,0.080913141,0.066368586,0.133631414,0.07755,508.5,0
190,1,2,0.08110866,0.067413405,0.132586595,0.07785,513,0
191,1,1,0.081226937,0.069230625,0.130769375,0.07815,517.5,0
192,1,1,0.081374742,0.070752579,0.129247421,0.07845,522,0
193,1,1,0.081666745,0.070832548,0.129167452,0.07875,526.5,0
194,1,1,0.082081072,0.06968928,0.13031072,0.07905,531,0
195,1,1,0.082525067,0.06824933,0.13175067,0.07935,535.5,0
196,1,1,0.083040178,0.066098222,0.133901778,0.07965,540,0
197,1,1,0.083552219,0.06397781,0.13602219,0.07995,544.5,0
198,1,1,0.084089011,0.06160989,0.13839011,0.08025,549,0
199,1,1,0.084644057,0.059059431,0.140940569,0.08055,553.5,0
200,1,1,0.085189335,0.05660665,0.14339335,0.08085,558,0
201,1,0,0.085782543,0.053674572,0.146325428,0.08115,562.5,0
202,1,0,0.086363181,0.050868185,0.149131815,0.08145,567,0
203,1,0,0.086849719,0.049002807,0.150997193,0.08175,571.5,0
204,1,0,0.087275431,0.047745694,0.152254306,0.08205,576,0
205,1,0,0.087659873,0.046901269,0.153098731,0.08235,580.5,0
206,1,2,0.088015869,0.046341307,0.153658693,0.08265,585,0
207,1,2,0.088209212,0.047407882,0.152592118,0.08295,589.5,0
208,1,2,0.088341102,0.04908898,0.15091102,0.08325,594,0
209,1,2,0.088402145,0.051478554,0.148521446,0.08355,598.5,0
210,1,2,0.088413432,0.054365678,0.145634322,0.08385,603,0
211,1,1,0.088409401,0.057405985,0.142594015,0.08415,607.5,0
212,1,1,0.088339522,0.061104775,0.138895225,0.08445,612,0
213,1,1,0.088429146,0.063208545,0.136791455,0.08475,616.5,0
214,1,1,0.088684432,0.063655678,0.136344322,0.08505,621,0
215,1,1,0.088989817,0.063601834,0.136398166,0.08535,625.5,0
216,1,0,0.089354306,0.062956935,0.137043065,0.08565,630,0
217,1,0,0.08972384,0.062261596,0.137738404,0.08595,634.5,0
218,1,0,0.090014964,0.062350357,0.137649643,0.08625,639,0
219,1,0,0.0902576,0.062924001,0.137075999,0.08655,643.5,0
220,1,0,0.090469196,0.063808036,0.136191964,0.08685,648,0
221,1,0,0.090661377,0.064886233,0.135113767,0.08715,652.5,0
222,1,0,0.090842851,0.066071495,0.133928505,0.08745,657,0
223,1,0,0.091013074,0.067369261,0.132630739,0.08775,661.5,0
224,1,0,0.091177523,0.068724769,0.131275231,0.08805,666,0
225,1,0,0.091335215,0.070147853,0.129852147,0.08835,670.5,0
226,1,2,0.091486529,0.071634715,0.128365285,0.08865,675,0
227,1,2,0.091560103,0.07389897,0.12610103,0.08895,679.5,0
228,1,2,0.091517121,0.077328794,0.122671206,0.08925,684,0
229,1,2,0.0914286,0.081213997,0.118786003,0.08955,688.5,0
230,1,2,0.091303937,0.085460629,0.114539371,0.08985,693,0
231,1,2,0.09112867,0.090213303,0.109786697,0.09015,697.5,0
232,1,2,0.090969682,0.094803183,0.105196817,0.09045,702,0
233,1,2,0.090718329,0.10031671,0.09968329,0.09075,706.5,0
234,1,2,0.090491429,0.10558571,0.09441429,0.09105,711,0
235,1,2,0.090222843,0.11127157,0.08872843,0.09135,715.5,0
236,1,0,0.089930452,0.117195476,0.082804524,0.09165,720,0
237,1,0,0.089677632,0.122723681,0.077276319,0.09195,724.5,0
238,1,0,0.089500427,0.127495728,0.072504272,0.09225,729,0
239,1,0,0.089373149,0.13176851,0.06823149,0.09255,733.5,0
240,1,0,0.089274839,0.135751614,0.064248386,0.09285,738,0
241,1,1,0.089194059,0.139559406,0.060440594,0.09315,742.5,0
242,1,1,0.089263782,0.141862181,0.058137819,0.09345,747,0
243,1,1,0.08940722,0.143427795,0.056572205,0.09375,751.5,0
244,1,1,0.089620307,0.144296929,0.055703071,0.09405,756,0
245,1,1,0.089866534,0.144834661,0.055165339,0.09435,760.5,0
246,1,1,0.090116322,0.14533678,0.05466322,0.09465,765,0
247,1,1,0.090428129,0.145218712,0.054781288,0.09495,769.5,0
248,1,1,0.090735674,0.145143261,0.054856739,0.09525,774,0
249,1,1,0.091109373,0.144406273,0.055593727,0.09555,778.5,0
250,1,1,0.091476142,0.143738576,0.056261424,0.09585,783,0
251,1,1,0.091875583,0.142744171,0.057255829,0.09615,787.5,0
252,1,1,0.092300847,0.141491528,0.058508472,0.09645,792,0
253,1,1,0.092720762,0.140292381,0.059707619,0.09675,796.5,0
254,1,1,0.093201526,0.138484745,0.061515255,0.09705,801,0
255,1,1,0.093674064,0.136759363,0.063240637,0.09735,805.5,0
256,1,0,0.094210431,0.13439569,0.06560431,0.09765,810,0
257,1,0,0.094672397,0.132776032,0.067223968,0.09795,814.5,0
258,1,0,0.095054962,0.131950383,0.068049617,0.09825,819,0
259,1,0,0.095391273,0.131587265,0.068412735,0.09855,823.5,0
260,1,0,0.095698729,0.131512708,0.068487292,0.09885,828,0
261,1,1,0.095988326,0.131616742,0.068383258,0.09915,832.5,0
262,1,1,0.096346281,0.131037185,0.068962815,0.09945,837,0
263,1,1,0.096846707,0.129032928,0.070967072,0.09975,841.5,0
264,1,1,0.097393326,0.126566735,0.073433265,0.10005,846,0
265,1,1,0.09797807,0.123719296,0.076280704,0.10035,850.5,0
266,1,0,0.098619752,0.120302484,0.079697516,0.10065,855,0
267,1,0,0.099173635,0.117763648,0.082236352,0.10095,859.5,0
268,1,0,0.099554792,0.11695208,0.08304792,0.10125,864,0
269,1,0,0.099797435,0.117525649,0.082474351,0.10155,868.5,0
270,1,0,0.099931046,0.119189536,0.080810464,0.10185,873,0
271,1,1,0.099984363,0.121656373,0.078343627,0.10215,877.5,0
272,1,1,0.100202814,0.122471863,0.077528137,0.10245,882,0
273,1,1,0.100412972,0.123370277,0.076629723,0.10275,886.5,0
274,1,1,0.10068319,0.123668101,0.076331899,0.10305,891,0
275,1,1,0.100969516,0.123804843,0.076195157,0.10335,895.5,0
276,1,1,0.101207055,0.124429448,0.075570552,0.10365,900,0
277,1,1,0.101548836,0.124011644,0.075988356,0.10395,904.5,0
278,1,1,0.101798631,0.124513687,0.075486313,0.10425,909,0
279,1,1,0.102165937,0.123840626,0.076159374,0.10455,913.5,0
280,1,1,0.102467336,0.123826642,0.076173358,0.10485,918,0
281,1,1,0.102808341,0.123416586,0.076583414,0.10515,922.5,0
282,1,1,0.103169747,0.122802533,0.077197467,0.10545,927,0
283,1,1,0.103482716,0.122672842,0.077327158,0.10575,931.5,0
284,1,1,0.103910275,0.121397252,0.078602748,0.10605,936,0
285,1,1,0.104250148,0.120998521,0.079001479,0.10635,940.5,0
286,1,1,0.104717597,0.119324026,0.080675974,0.10665,945,0
287,1,1,0.105124205,0.118257946,0.081742054,0.10695,949.5,0
288,1,1,0.10559921,0.116507903,0.083492097,0.10725,954,0
289,1,1,0.106114268,0.114357317,0.085642683,0.10755,958.5,0
290,1,1,0.106587015,0.112629849,0.087370151,0.10785,963,0
291,1,1,0.107227318,0.10922682,0.09077318,0.10815,967.5,0
292,1,1,0.107757077,0.106929234,0.093070766,0.10845,972,0
293,1,1,0.108467042,0.102829576,0.097170424,0.10875,976.5,0
294,1,1,0.109097235,0.099527651,0.100472349,0.10905,981,0
295,1,1,0.109797888,0.095521125,0.104478875,0.10935,985.5,0
296,1,1,0.110526994,0.091230061,0.108769939,0.10965,990,0
297,1,1,0.111187406,0.087625941,0.112374059,0.10995,994.5,0
298,1,1,0.112025656,0.082243442,0.117756558,0.11025,999,0
299,1,1,0.112718649,0.078313508,0.121686492,0.11055,1003.5,0
300,1,1,0.113616966,0.072330343,0.127669657,0.11085,1008,0
301,1,2,0.114414588,0.067354124,0.132645876,0.11115,1012.5,0
302,1,2,0.114862427,0.065875729,0.134124271,0.11145,1017,0
303,1,2,0.115079626,0.066703736,0.133296264,0.11175,1021.5,0
304,1,2,0.115259141,0.067908593,0.132091407,0.11205,1026,0
305,1,2,0.115190268,0.071597324,0.128402676,0.11235,1030.5,0
306,1,2,0.11523091,0.074190895,0.125809105,0.11265,1035,0
307,1,2,0.115050472,0.078995277,0.121004723,0.11295,1039.5,0
308,1,2,0.114947997,0.08302003,0.11697997,0.11325,1044,0
309,1,2,0.114764504,0.087854959,0.112145041,0.11355,1048.5,0
310,1,2,0.114526197,0.093238027,0.106761973,0.11385,1053,0
311,1,1,0.114334501,0.098154987,0.101845013,0.11415,1057.5,0
312,1,1,0.113970064,0.104799364,0.095200636,0.11445,1062,0
313,1,1,0.1138267,0.109233004,0.090766996,0.11475,1066.5,0
314,1,1,0.114096195,0.109538055,0.090461945,0.11505,1071,0
315,1,1,0.114398904,0.109510959,0.090489041,0.11535,1075.5,0
316,1,1,0.114848405,0.108015949,0.091984051,0.11565,1080,0
317,1,1,0.115379512,0.105704877,0.094295123,0.11595,1084.5,0
318,1,1,0.115868717,0.103812826,0.096187174,0.11625,1089,0
319,1,1,0.116566002,0.099839976,0.100160024,0.11655,1093.5,0
320,1,1,0.11713165,0.097183496,0.102816504,0.11685,1098,0
321,1,2,0.117921233,0.092287668,0.107712332,0.11715,1102.5,0
322,1,2,0.118579537,0.088704633,0.111295367,0.11745,1107,0
323,1,2,0.11888697,0.0886303,0.1113697,0.11775,1111.5,0
324,1,2,0.118995883,0.090541174,0.109458826,0.11805,1116,0
325,1,2,0.11908748,0.0926252,0.1073748,0.11835,1120.5,0
326,1,2,0.118944332,0.09705668,0.10294332,0.11865,1125,0
327,1,2,0.118929684,0.100203158,0.099796842,0.11895,1129.5,0
328,1,2,0.118697166,0.105528336,0.094471664,0.11925,1134,0
329,1,2,0.118542917,0.110070829,0.089929171,0.11955,1138.5,0
330,1,2,0.118312284,0.115377156,0.084622844,0.11985,1143,0
331,1,0,0.118041985,0.121080153,0.078919847,0.12015,1147.5,0
332,1,0,0.11790587,0.125441299,0.074558701,0.12045,1152,0
333,1,0,0.117886148,0.128638516,0.071361484,0.12075,1156.5,0
334,1,0,0.117940471,0.131095294,0.068904706,0.12105,1161,0
335,1,0,0.118037455,0.133125452,0.066874548,0.12135,1165.5,0
336,1,1,0.118160792,0.134892083,0.065107917,0.12165,1170,0
337,1,1,0.118635662,0.133143381,0.066856619,0.12195,1174.5,0
338,1,1,0.119118482,0.131315181,0.068684819,0.12225,1179,0
339,1,1,0.119739808,0.128101919,0.071898081,0.12255,1183.5,0
340,1,1,0.12043798,0.124120203,0.075879797,0.12285,1188,0
341,1,1,0.121100128,0.120498723,0.079501277,0.12315,1192.5,0
342,1,1,0.121970363,0.11479637,0.08520363,0.12345,1197,0
343,1,1,0.122691266,0.110587338,0.089412662,0.12375,1201.5,0
344,1,1,0.123646632,0.104033682,0.095966318,0.12405,1206,0
345,1,1,0.124503739,0.098462608,0.101537392,0.12435,1210.5,0
346,1,2,0.125453293,0.091967067,0.108032933,0.12465,1215,0
347,1,2,0.126427889,0.085221111,0.114778889,0.12495,1219.5,0
348,1,2,0.12712875,0.081212499,0.118787501,0.12525,1224,0
349,1,2,0.127404734,0.081452655,0.118547345,0.12555,1228.5,0
350,1,2,0.127721727,0.081282731,0.118717269,0.12585,1233,0
351,1,1,0.127743438,0.084065621,0.115934379,0.12615,1237.5,0
352,1,1,0.127887458,0.085625424,0.114374576,0.12645,1242,0
353,1,1,0.128391996,0.08358004,0.11641996,0.12675,1246.5,0
354,1,1,0.129099265,0.079507353,0.120492647,0.12705,1251,0
355,1,1,0.129790157,0.075598429,0.124401571,0.12735,1255.5,0
356,1,2,0.130670056,0.069799443,0.130200557,0.12765,1260,0
357,1,2,0.131295994,0.066540061,0.133459939,0.12795,1264.5,0
358,1,2,0.131281063,0.06968937,0.13031063,0.12825,1269,0
359,1,2,0.131102324,0.074476765,0.125523235,0.12855,1273.5,0
360,1,2,0.130660504,0.081894959,0.118105041,0.12885,1278,0
361,1,1,0.130067766,0.090822343,0.109177657,0.12915,1282.5,0
362,1,1,0.12964873,0.098012698,0.101987302,0.12945,1287,0
363,1,1,0.129622355,0.101276449,0.098723551,0.12975,1291.5,0
364,1,1,0.129541203,0.105087966,0.094912034,0.13005,1296,0
365,1,1,0.129739732,0.106102684,0.093897316,0.13035,1300.5,0
366,1,1,0.129848033,0.108019668,0.091980332,0.13065,1305,0
367,1,1,0.130051002,0.108989981,0.091010019,0.13095,1309.5,0
368,1,1,0.130291685,0.109583145,0.090416855,0.13125,1314,0
369,1,1,0.130457446,0.11092554,0.08907446,0.13155,1318.5,0
370,1,1,0.130833402,0.110165977,0.089834023,0.13185,1323,0
371,1,0,0.131041184,0.111088159,0.088911841,0.13215,1327.5,0
372,1,0,0.131110966,0.113390338,0.086609662,0.13245,1332,0
373,1,0,0.13109763,0.116523703,0.083476297,0.13275,1336.5,0
374,1,0,0.131044969,0.12005031,0.07994969,0.13305,1341,0
375,1,0,0.130971968,0.123780318,0.076219682,0.13335,1345.5,0
376,1,1,0.130889252,0.127607482,0.072392518,0.13365,1350,0
377,1,1,0.131180853,0.127691473,0.072308527,0.13395,1354.5,0
378,1,1,0.131435707,0.128142928,0.071857072,0.13425,1359,0
379,1,1,0.131837741,0.127122595,0.072877405,0.13455,1363.5,0
380,1,1,0.132311672,0.12538328,0.07461672,0.13485,1368,0
381,1,2,0.132721901,0.124280991,0.075719009,0.13515,1372.5,0
382,1,2,0.133390903,0.120590965,0.079409035,0.13545,1377,0
383,1,2,0.13380231,0.119476904,0.080523096,0.13575,1381.5,0
384,1,2,0.133662358,0.123876421,0.076123579,0.13605,1386,0
385,1,2,0.133490875,0.128591246,0.071408754,0.13635,1390.5,0
386,1,1,0.13315241,0.134975896,0.065024104,0.13665,1395,0
387,1,1,0.132763416,0.141865844,0.058134156,0.13695,1399.5,0
388,1,1,0.132650137,0.145998631,0.054001369,0.13725,1404,0
389,1,1,0.13298887,0.145611299,0.054388701,0.13755,1408.5,0
390,1,1,0.133270994,0.145790062,0.054209938,0.13785,1413,0
391,1,1,0.133893862,0.142561376,0.057438624,0.13815,1417.5,0
392,1,1,0.134427622,0.14022378,0.05977622,0.13845,1422,0
393,1,1,0.135083109,0.136668909,0.063331091,0.13875,1426.5,0
394,1,1,0.135803401,0.132465985,0.067534015,0.13905,1431,0
395,1,1,0.136443779,0.129062211,0.070937789,0.13935,1435.5,0
396,1,2,0.137344971,0.123050287,0.076949713,0.13965,1440,0
397,1,2,0.138038903,0.119110965,0.080889035,0.13995,1444.5,0
398,1,2,0.138124585,0.121254148,0.078745852,0.14025,1449,0
399,1,2,0.138172865,0.123771351,0.076228649,0.14055,1453.5,0
400,1,2,0.138025537,0.128244629,0.071755371,0.14085,1458,0
401,1,2,0.137780309,0.133696913,0.066303087,0.14115,1462.5,0
402,1,2,0.137607872,0.138421275,0.061578725,0.14145,1467,0
403,1,2,0.137180075,0.14569925,0.05430075,0.14175,1471.5,0
404,1,2,0.136950135,0.150998648,0.049001352,0.14205,1476,0
405,1,2,0.136474654,0.158753459,0.041246541,0.14235,1480.5,0
406,1,1,0.13613373,0.165162696,0.034837304,0.14265,1485,0
407,1,1,0.1362295,0.167204998,0.032795002,0.14295,1489.5,0
