Time,Reward,Control,Power,Up_con,Down_con,Stad_con,Turbin,EO
395,1,0,0.105630353,0.049029802,0.150970198,0.100533333,1327.5,0
396,1,0,0.105366081,0.053672523,0.146327477,0.100733333,1332,0
397,1,0,0.105100356,0.058329773,0.141670227,0.100933333,1336.5,0
398,1,0,0.104831517,0.063018166,0.136981834,0.101133333,1341,0
399,1,0,0.104563124,0.067702089,0.132297911,0.101333333,1345.5,0
400,1,0,0.104296908,0.072364256,0.127635744,0.101533333,1350,0
401,1,0,0.104032189,0.077011447,0.122988553,0.101733333,1354.5,0
402,1,0,0.103773415,0.081599182,0.118400818,0.101933333,1359,0
403,1,0,0.103518799,0.086145344,0.113854656,0.102133333,1363.5,0
404,1,0,0.103271298,0.090620352,0.109379648,0.102333333,1368,0
405,1,0,0.103032053,0.095012808,0.104987192,0.102533333,1372.5,0
406,1,0,0.102799818,0.099335154,0.100664846,0.102733333,1377,0
407,1,0,0.102578536,0.103547977,0.096452023,0.102933333,1381.5,0
408,1,0,0.102365926,0.107674074,0.092325926,0.103133333,1386,0
409,1,0,0.102164544,0.111687892,0.088312108,0.103333333,1390.5,0
410,1,0,0.101975217,0.115581159,0.084418841,0.103533333,1395,0
411,1,0,0.101796314,0.119370192,0.080629808,0.103733333,1399.5,0
412,1,0,0.101631358,0.123019751,0.076980249,0.103933333,1404,0
413,1,0,0.101477876,0.12655457,0.07344543,0.104133333,1408.5,0
414,1,0,0.101338148,0.129951852,0.070048148,0.104333333,1413,0
415,1,0,0.10121274,0.133205934,0.066794066,0.104533333,1417.5,0
416,1,0,0.101099558,0.136337752,0.063662248,0.104733333,1422,0
417,1,0,0.101002045,0.139312884,0.060687116,0.104933333,1426.5,0
418,1,0,0.10091757,0.14215763,0.05784237,0.105133333,1431,0
419,1,0,0.100847818,0.144855154,0.055144846,0.105333333,1435.5,0
420,1,0,0.100792944,0.147403889,0.052596111,0.105533333,1440,0
421,1,0,0.100750141,0.149831925,0.050168075,0.105733333,1444.5,0
422,1,0,0.100721709,0.152116239,0.047883761,0.105933333,1449,0
423,1,0,0.100703806,0.154295276,0.045704724,0.106133333,1453.5,0
424,1,0,0.100697666,0.156356669,0.043643331,0.106333333,1458,0
425,1,0,0.100703262,0.158300715,0.041699285,0.106533333,1462.5,0
426,1,1,0.100718543,0.160147904,0.039852096,0.106733333,1467,0
427,1,1,0.100788474,0.161448593,0.038551407,0.106933333,1471.5,0
428,1,1,0.101042435,0.160908988,0.039091012,0.107133333,1476,0
429,1,1,0.101347663,0.159856708,0.040143292,0.107333333,1480.5,0
430,1,1,0.101703919,0.158294139,0.041705861,0.107533333,1485,0
431,1,0,0.102158986,0.155743473,0.044256527,0.107733333,1489.5,0
432,1,0,0.102556139,0.153771941,0.046228059,0.107933333,1494,0
433,1,0,0.102877945,0.152553886,0.047446114,0.108133333,1498.5,0
434,1,0,0.103160031,0.151733022,0.048266978,0.108333333,1503,0
435,1,0,0.103424817,0.15108516,0.04891484,0.108533333,1507.5,0
436,1,0,0.103682742,0.150505918,0.049494082,0.108733333,1512,0
437,1,0,0.103943639,0.149896948,0.050103052,0.108933333,1516.5,0
438,1,0,0.104207426,0.14925907,0.05074093,0.109133333,1521,0
439,1,0,0.104477428,0.148559054,0.051440946,0.109333333,1525.5,0
440,1,0,0.104754269,0.147790642,0.052209358,0.109533333,1530,0
441,1,0,0.105035618,0.146977154,0.053022846,0.109733333,1534.5,0
442,1,0,0.105324745,0.146085882,0.053914118,0.109933333,1539,0
443,1,0,0.105618447,0.145148863,0.054851137,0.110133333,1543.5,0
444,1,0,0.105918601,0.144147322,0.055852678,0.110333333,1548,0
445,1,0,0.106225275,0.143080588,0.056919412,0.110533333,1552.5,0
446,1,0,0.106535777,0.141975559,0.058024441,0.110733333,1557,0
447,1,0,0.106853262,0.140800717,0.059199283,0.110933333,1561.5,0
448,1,0,0.10717421,0.139591231,0.060408769,0.111133333,1566,0
449,1,0,0.10750024,0.138330931,0.061669069,0.111333333,1570.5,0
450,1,0,0.107831366,0.13701967,0.06298033,0.111533333,1575,0
451,1,0,0.108164757,0.135685758,0.064314242,0.111733333,1579.5,0
452,1,0,0.108503364,0.134299693,0.065700307,0.111933333,1584,0
453,1,0,0.108843632,0.132897013,0.067102987,0.112133333,1588.5,0
454,1,0,0.109184735,0.131485988,0.068514012,0.112333333,1593,0
455,1,0,0.109514982,0.130183518,0.069816482,0.112533333,1597.5,0
456,1,0,0.109809048,0.129242849,0.070757151,0.112733333,1602,0
457,1,0,0.110045172,0.128881611,0.071118389,0.112933333,1606.5,0
458,1,0,0.110205352,0.12927981,0.07072019,0.113133333,1611,0
459,1,0,0.110290527,0.13042806,0.06957194,0.113333333,1615.5,0
460,1,0,0.110311046,0.132222871,0.067777129,0.113533333,1620,0
461,1,1,0.110279664,0.134536689,0.065463311,0.113733333,1624.5,0
462,1,1,0.110458761,0.134745719,0.065254281,0.113933333,1629,0
463,1,1,0.110617392,0.135159416,0.064840584,0.114133333,1633.5,0
464,1,1,0.110851094,0.134822392,0.065177608,0.114333333,1638,0
465,1,1,0.111122929,0.134104048,0.065895952,0.114533333,1642.5,0
466,1,1,0.11135368,0.133796528,0.066203472,0.114733333,1647,0
467,1,1,0.111711979,0.132213544,0.067786456,0.114933333,1651.5,0
468,1,1,0.111975908,0.131574251,0.068425749,0.115133333,1656,0
469,1,1,0.112415239,0.129180941,0.070819059,0.115333333,1660.5,0
470,1,1,0.112781048,0.127522855,0.072477145,0.115533333,1665,0
471,1,1,0.113221817,0.125115166,0.074884834,0.115733333,1669.5,0
472,1,1,0.113702394,0.122309393,0.077690607,0.115933333,1674,0
473,1,1,0.114122286,0.120110469,0.079889531,0.116133333,1678.5,0
474,1,1,0.114711151,0.116221828,0.083778172,0.116333333,1683,0
475,1,1,0.115169771,0.113635623,0.086364377,0.116533333,1687.5,0
476,1,0,0.11581555,0.109177832,0.090822168,0.116733333,1692,0
477,1,0,0.11633046,0.106028736,0.093971264,0.116933333,1696.5,0
478,1,0,0.116696715,0.10436618,0.09563382,0.117133333,1701,0
479,1,0,0.116971873,0.103614606,0.096385394,0.117333333,1705.5,0
480,1,0,0.117193118,0.103402156,0.096597844,0.117533333,1710,0
481,1,0,0.117379591,0.103537425,0.096462575,0.117733333,1714.5,0
482,1,0,0.11754673,0.103866036,0.096133964,0.117933333,1719,0
483,1,0,0.117697522,0.104358113,0.095641887,0.118133333,1723.5,0
484,1,0,0.117837436,0.104958968,0.095041032,0.118333333,1728,0
485,1,0,0.117968857,0.10564476,0.09435524,0.118533333,1732.5,0
486,1,0,0.118090741,0.10642592,0.09357408,0.118733333,1737,0
487,1,0,0.118207999,0.107253348,0.092746652,0.118933333,1741.5,0
488,1,0,0.118318498,0.108148352,0.091851648,0.119133333,1746,0
489,1,0,0.118425637,0.109076958,0.090923042,0.119333333,1750.5,0
490,1,0,0.118530855,0.110024788,0.089975212,0.119533333,1755,0
491,1,0,0.118632622,0.111007113,0.088992887,0.119733333,1759.5,0
492,1,0,0.118735515,0.111978188,0.088021812,0.119933333,1764,0
493,1,0,0.118836984,0.112963493,0.087036507,0.120133333,1768.5,0
494,1,0,0.118940033,0.113933003,0.086066997,0.120333333,1773,0
495,1,0,0.11904566,0.114876734,0.085123266,0.120533333,1777.5,0
496,1,0,0.119151756,0.115815772,0.084184228,0.120733333,1782,0
497,1,0,0.119262546,0.11670787,0.08329213,0.120933333,1786.5,0
498,1,0,0.119375281,0.117580523,0.082419477,0.121133333,1791,0
499,1,0,0.119492553,0.118407802,0.081592198,0.121333333,1795.5,0
500,1,0,0.119614482,0.119188514,0.080811486,0.121533333,1800,0
501,1,0,0.119738221,0.119951122,0.080048878,0.121733333,1800,0
502,1,0,0.11986696,0.120663736,0.079336264,0.121933333,1800,0
503,1,0,0.119997159,0.121361747,0.078638253,0.122133333,1800,0
504,1,0,0.120130934,0.122023995,0.077976005,0.122333333,1800,0
505,1,0,0.120268956,0.122643775,0.077356225,0.122533333,1800,0
506,1,0,0.120409027,0.123243066,0.076756934,0.122733333,1800,0
507,1,0,0.120555356,0.123779772,0.076220228,0.122933333,1800,0
508,1,0,0.120705053,0.124282801,0.075717199,0.123133333,1800,0
509,1,0,0.120860659,0.124726747,0.075273253,0.123333333,1800,0
510,1,0,0.121022776,0.125105576,0.074894424,0.123533333,1800,0
511,1,1,0.121188976,0.125443575,0.074556425,0.123733333,1800,0
512,1,1,0.121390268,0.125430651,0.074569349,0.123933333,1800,0
513,1,1,0.121875905,0.122574288,0.077425712,0.124133333,1800,0
514,1,1,0.122411892,0.119214415,0.080785585,0.124333333,1800,0
515,1,1,0.123006172,0.115271609,0.084728391,0.124533333,1800,0
516,1,0,0.123747714,0.109856195,0.090143805,0.124733333,1800,0
517,1,0,0.124354802,0.105785313,0.094214687,0.124933333,1800,0
518,1,0,0.124848276,0.10285057,0.09714943,0.125133333,1800,0
519,1,0,0.125279039,0.100542942,0.099457058,0.125333333,1800,0
520,1,0,0.125678301,0.098550325,0.101449675,0.125533333,1800,0
521,1,0,0.126060113,0.0967322,0.1032678,0.125733333,1800,0
522,1,0,0.126436412,0.09496921,0.10503079,0.125933333,1800,0
523,1,0,0.126807496,0.093258374,0.106741626,0.126133333,1800,0
524,1,0,0.127176791,0.091565419,0.108434581,0.126333333,1800,0
525,1,0,0.127545044,0.089882895,0.110117105,0.126533333,1800,0
526,1,0,0.127909631,0.088237028,0.111762972,0.126733333,1800,0
527,1,0,0.128274664,0.086586691,0.113413309,0.126933333,1800,0
528,1,0,0.128636703,0.084966304,0.115033696,0.127133333,1800,0
529,1,0,0.128997818,0.083355157,0.116644843,0.127333333,1800,0
530,1,0,0.1293585,0.081748331,0.118251669,0.127533333,1800,0
531,1,0,0.129715934,0.080173989,0.119826011,0.127733333,1800,0
532,1,0,0.130073681,0.078596519,0.121403481,0.127933333,1800,1
533,1,0,0.130428106,0.077052277,0.122947723,0.128133333,1800,1
534,1,0,0.130781069,0.075522639,0.124477361,0.128333333,1800,1
535,1,0,0.131132692,0.074006412,0.125993588,0.128533333,1800,1
536,1,0,0.131479979,0.072533548,0.127466452,0.128733333,1800,1
537,1,0,0.131826669,0.071066644,0.128933356,0.128933333,1800,1
538,1,0,0.132168934,0.069643996,0.130356004,0.129133333,1800,1
539,1,0,0.132508799,0.068245339,0.131754661,0.129333333,1800,1
540,1,0,0.132846504,0.066868289,0.133131711,0.129533333,1800,1
541,1,0,0.133178815,0.065545181,0.134454819,0.129733333,1800,1
542,1,0,0.133509487,0.064238464,0.135761536,0.129933333,1800,1
543,1,0,0.133834526,0.062988074,0.137011926,0.130133333,1800,1
544,1,0,0.134156033,0.061772999,0.138227001,0.130333333,1800,1
545,1,0,0.134474158,0.06059175,0.13940825,0.130533333,1800,1
546,1,0,0.134785324,0.05948009,0.14051991,0.130733333,1800,1
547,1,0,0.135087147,0.05846186,0.14153814,0.130933333,1800,1
548,1,0,0.135353729,0.057796042,0.142203958,0.131133333,1800,1
549,1,0,0.135552987,0.057803459,0.142196541,0.131333333,1800,1
550,1,0,0.13565515,0.058781835,0.141218165,0.131533333,1800,1
551,1,0,0.135644451,0.060888825,0.139111175,0.131733333,1800,1
552,1,0,0.135530934,0.064023996,0.135976004,0.131933333,1800,1
553,1,0,0.135329485,0.068038484,0.131961516,0.132133333,1800,1
554,1,0,0.135065109,0.072682248,0.127317752,0.132333333,1800,1
555,1,0,0.134758547,0.077747864,0.122252136,0.132533333,1800,1
556,1,0,0.134422585,0.08310748,0.11689252,0.132733333,1800,1
557,1,0,0.134070858,0.08862475,0.11137525,0.132933333,1800,1
558,1,0,0.133705303,0.094280303,0.105719697,0.133133333,1800,1
559,1,0,0.133330688,0.100026455,0.099973545,0.133333333,1800,1
560,1,0,0.132948577,0.105847559,0.094152441,0.133533333,1800,1
561,1,0,0.13255699,0.111763435,0.088236565,0.133733333,1800,1
562,1,0,0.132161692,0.117716415,0.082283585,0.133933333,1800,1
563,1,0,0.131761357,0.123719761,0.076280239,0.134133333,1800,1
564,1,0,0.131361529,0.129718041,0.070281959,0.134333333,1800,1
565,1,0,0.130965814,0.135675193,0.064324807,0.134533333,1800,1
566,1,0,0.130574837,0.14158496,0.05841504,0.134733333,1800,1
567,1,0,0.130194917,0.14738416,0.05261584,0.134933333,1800,1
568,1,0,0.129824519,0.153088142,0.046911858,0.135133333,1800,1
569,1,0,0.129467025,0.158663079,0.041336921,0.135333333,1800,1
570,1,0,0.129123539,0.164097946,0.035902054,0.135533333,1800,1
571,1,0,0.128791898,0.169414348,0.030585652,0.135733333,1800,1
572,1,0,0.128476188,0.174571457,0.025428543,0.135933333,1800,1
573,1,0,0.128173172,0.179601609,0.020398391,0.136133333,1800,1
574,1,0,0.127885535,0.18447798,0.01552202,0.136333333,1800,1
575,1,0,0.127613947,0.189193865,0.010806135,0.136533333,1800,1
576,1,1,0.127356037,0.193772958,0.006227042,0.136733333,1800,1
577,1,1,0.1274703,0.194630337,0.005369663,0.136933333,1800,1
578,1,1,0.127568394,0.195649394,0.004350606,0.137133333,1800,1
579,1,1,0.127809122,0.195242111,0.004757889,0.137333333,1800,1
580,1,1,0.128127784,0.194055498,0.005944502,0.137533333,1800,1
581,1,1,0.128397495,0.193358388,0.006641612,0.137733333,1800,1
582,1,1,0.128898129,0.190352045,0.009647955,0.137933333,1800,1
583,1,1,0.129249617,0.188837159,0.011162841,0.138133333,1800,1
584,1,1,0.129870802,0.184625312,0.015374688,0.138333333,1800,1
585,1,1,0.130391002,0.181423316,0.018576684,0.138533333,1800,1
586,1,0,0.131029814,0.177035189,0.022964811,0.138733333,1800,1
587,1,0,0.131721973,0.172113599,0.027886401,0.138933333,1800,1
588,1,0,0.132228836,0.169044969,0.030955031,0.139133333,1800,1
589,1,0,0.132626325,0.167070084,0.032929916,0.139333333,1800,1
590,1,0,0.132966802,0.165665318,0.034334682,0.139533333,1800,1
591,1,1,0.133277312,0.164560214,0.035439786,0.139733333,1800,1
592,1,1,0.133607388,0.163259458,0.036740542,0.139933333,1800,1
593,1,1,0.134281129,0.158522047,0.041477953,0.140133333,1800,1
594,1,1,0.135003254,0.153300795,0.046699205,0.140333333,1800,1
595,1,1,0.135787711,0.147456228,0.052543772,0.140533333,1800,1
596,1,0,0.1367452,0.139881338,0.060118662,0.140733333,1800,1
597,1,0,0.137513652,0.134196809,0.065803191,0.140933333,1800,1
598,1,0,0.138140932,0.129924016,0.070075984,0.141133333,1800,1
599,1,0,0.138690874,0.126424594,0.073575406,0.141333333,1800,1
600,0,0,0.139201671,0.123316624,0.076683376,0.141533333,1800,1
